PF59,Petitfour-Sable & Date Filling,10
PL001,CLASSY GOLD,5865
D-PM-SILVER,TRAY 45X30cm SILVER,3678
CS01,Chanteur Chocolate-Bourgeois,1030
D-CF-3,TRAY,45
D007-0270-54,ACCESSORIES-FLOWER,901
D057-119-124Blue,SANABEL PAPER BAG BLUE,6660
ZMA4,ZAZIE MANDARINE,3358
KDJ90GM,KINZI DRAGEE JAR,638
A1-0270-42,Baby Tray (D157),1051
DW-04,Wafer W Hazulnut Gianduja W Broken Almonds,280
T02-A1-0484-RED/WHITE,T02-A1-0484-RED/WHITE,182
WG12C433B,LARGE BABY CERAMIC BLUE,36
TF10058JX-1G,Metal Tray (65x27x55),517
D197 Sticker 7,Sticker Rectangale 6*3.5cm,1000
SST HALA TAM RECT,Sticker Hala Tamreya Rectangle (4x1.1),420000
RBAKERY04,Truffle Cookie Box 4pcs,30
SSGIFT11M,Sanabel Gift 11M,128
AT052-0050-P690,Gold-Lined(5cm X 15m),299
TRAWD121,Wooden Tray,72
SSGIFT4SC,Sanabel Gift 4S-C,934
B4-9248-5 PINK,B4-9248-5 PINK,99
S15006-20351,Glassware,160
GR011,GARDENIA CHOCOLATE PAPER,270
US-DUOHEART-PLAIN,Duo Heart Mix-Plain Choco 50%,322
CM AL,CM-Al Khanjer,2
A1-0270-4 PINK,A1-0270-4 PINK,446
D077-A-110-10-Blue,D077-A110-10(BZW)-Blue,168
H01 NO2 Brown Rect,Basket Brown Rectangular 27x22CM,202
MASK BLACK,Z,8
MA1602,CHOCOLATE MOULD,18
G1142P-2212EB-20,20" Boat Plate,622
AR03 Roll 10.5cm,AR03 Roll 10.5cm,161.3
RC03NG-2015,White Chocolate Nuggets,40
TD01,Turkish Delight-Strawberry,66
XD1975V,GLASS VASE,19
9008,CHOCOLATE MOULD,18
D120-S17 Blue,D120- Sticker Flower Blue,143
SST-ETH PG,Sticker Etihad Petit Gourmet,60000
MAD05,MADELENE STRAWBERRY,43
ZME3,ZAZIE MENTHE,4978
SST126,STICKER-ORCHID FLOWER,120
SAS-ASSTMAM TINBOX 1KG,SANABEL ASSORTED MAAMOUL TIN BOX 1KG,2133
SSGIFT9MB,SANABEL GIFT 9MB,52
XG2-2487,Ceramics Reatagle Plate,481
B10822-1 Pink,Ribbon,70
A10270-2-Pink,Wooden Sticker (D151),566
ASC-A34-180g,Azura Napolitian 180g,916
PF38,Petitfour-Strawberry Flower W/ White Choco,523
SSGIFT13LA,Sanabel Gift 13L-A,92
Z12P0056,CABAS FUSCHIA VERGE,1413
B3-7135-4 BLUE,B3-7135-4 BLUE,2400
AT052-0038-P112,White-Line(3.8cm X 15m),305
D077-A-110-7(2)-1Pink,D077-A110-7(2)-1Pink,559
BOXSS050,Callage Saudi Box Pvc Sanabel Salam,446
SSGIFT29LA,SANABEL GIFT 29L-A,205
BOXPG016,Gourmet Dates Roll,12553
BOXSS084,Macaroon 10 Pcs,15543
YL6694-2-2,CLOTH BAG D094,2292
A10270-30-Blue,Wooden Stickers (D151),713
D40-A37T,STICKER TIGER,91
BOXSS032,Sanabel Al Salam Apricot & Figs,1904
CP003 Roll 10.5cm,CP003 Roll 10.5cm,115.32
D110-Cake Tray3,Sanabel Cake Tray 22x32CM,306816
BOXCL019,Chocolal Box (Brown&Yellow) 28x28,5922
N60117,CAKE DECORATION,2940
SSGIFT ARABIC TRAY 51 NEW,SANABEL GIFT ARABIC TRAY 51 NEW,5848
SSGIFT81MG,SANABEL GIFT 81M-G,169
BLIS-NB009,Square Blister Small- Mawaleh,1806
G1297P-2232,RECTANGLE PLATE 27.5",84
FM28,Flavors Of Malban,75
M12 Roll 8cm,M12 Roll 8cm,98.23
HR08CH-2009,Pink/Rose Heart Chocolate,106
CD500g-Lulu,Lulu-Chocolate Dates-500g,1968
SASGIFT-TRAY 013,SANABEL GIFT TRAY 013,1088
C00025,Incense Sticks,60
FO11603ALB,Glass Plate 53x37x7.5cm Blue Color FO11603ALB,205
BOXSMILE02,Barazek Ghaybeh (Smile),1008
20089B,SUSHI BOX SH-22B,2.84
CM01,CHOCOLATE MOUSSE BULK,300
FN05,Finger Nougat,96
DR-WHITEALMOND,WHITE ALMOND DRAGEE,336
SSGIFT5SA,Sanabel Gift 5S-A,442
Blister 33,16 Pcs.Mammoul Date (250g) Blister,10780
N70007,CAKE DECORATION,200
D014-187479,GOLD PLATE (18PCS/CTN),48
RC93212,RIBBON - 25yrds,637
40222,Wafer Sheet (33x30cm),10
SSGIFT3MD,Sanabel Gift 3M-D,8
D159-PAPERBOX 02 W,D159-PAPERBOX 02 W,9553
PF60,Petitfour-Almond Sable,46
40075,Sugar (kg),327786.6
D011-TRAY SMALL GREEN,Z,97
A10270-20-Pink,Sticker Pink (D157),1681
D197-PAPERBOX02B,D197 Paper Box2 Blue,2200
XMT1487 Y,IRON TUB YELLOW,102
SSGIFT45SD,SANABEL GIFT 45S-D,551
SSGIFT50MB,SANABEL GIFT 50M-B,840
CP029,COFFEE,730
D159-PAPERBOX 01 B,D159-PAPERBOX 01 B,7073
TINSS004,Sanabel Salam Large Rectangular Tin Can RG233(350x220x45),247410
BLISTER03,BLISTER-MABROUMA & BILBOLS,5400
BOXSS101,Baklawa Tray Box 33x33,5
S049-20132,Glassware,221
N50079,CAKE DECORATION,14506
AT123-0100-C020,D41-RIBBON,2457
G1287P-2207E-20.5,20.5" Rect. Plate,932
SSGIFT13SP,Sanabel Gift 13S-P,22
Crepe 12,Crepe Collection- Strawberry,229.5
SSGIFT53M-C,SANABEL GIFT 53M-C,178
3811 S,TIN BOX W/WINDOW SILVER,34
A1,Wooden Tray 50*34 Gold,24
11056003000046,Normal Chocolate Gift 295,16
SST-TRAD(NB)-SILVER,TRADERS VIC NAPOLITAIN BAND,40000
SST CHOCO LALA (C),Sticker For Jar Chocolala Circle,26000
B7,Gift Decoration(Heart Small),654
SSGIFT8SB,Sanabel Gift 8S-B,364
SSGIFT1MB,Sanabel Gift 1MB,2512
BB000,Baklawa Balloria Pistachio,6136
SASGIFT-TRAY 023,SANABEL GIFT TRAY 023,1364
DR-MILKALMOND,MILK ALMOND DRAGEE,190
AL07DR-2009,Blue Almond Dragee,2439
1222206,CERAMIC PLATE,2
SSGIFT73MC,SANABEL GIFT 73M-C,486
SSGIFT26MA,SANABEL GIFT 26M-A,66
C49353-10,Tray (Clock),432
BOXLEA10,Leather Box White 30.5x9.5x5.5cm,1069
D-CF-7,TRAY,22
SSGIFT1,CHCOCOLATE GIFT PLATE -SS1,48
CRS09,Biscuit Cream,544
AT123-0100-C022,D41-RIBBON,915
XMT086 PY,XMT086 PALE YELLOW,93
A1-0270-22 BLUE,A1-0270-22 BLUE,240
187567-279,Plastic Tray,214
G1287P-BMB05G-20.5,20.5" Rectangle Plate BMB05G-20.5,530
Br-Oreo,Broken Oreo,197
SASGIFT-TRAY 003,SANABEL GIFT TRAY 003,1792
SSGIFT18LA,Sanabel Gift 18LA,454
20202,Lollipop Sticks,18
NUC24,Unwrapped Chocolate-Stallion,324
50693,WAFER DECORATION PLAQUES BARBIE,36
SAS-MWL-500g,Sanabel-Mawali Biscuit Box-500g,6048
RC04WH-2020,White Chocolate Nuggets(297CB0170),147093
3477-Yellow,ZJ-28 Yellow,248
G095,LARGE CERAMIC (PC),3
Q7-1-11 GRAD,PAPER BOX,4954
20194,PVC Box 14x12.5 X23 W/ Card Board Gold Base,400
DBW21,DOUBLE WRAPPING-PRINTED,55
,BROWNIE COLLECTION/4,552
AT16,Wooden Fence,57
GQ-015,Silicone Chocolate Mould,9
PVC BOX56,Pvc Box 11x11x15,100
KL6838/09,GLASSWARE,22
SSGIFTSV08,SANABEL GIFT SV08,2788
D-ZF-7,BOX,157
V04,CHOCOLATE PAPER,288.3
SSGIFT31LA,SANABEL GIFT 31L-A,2077
CMM029,CHOCOLATE STORAGE TANK DTE-500,2
PF07,Petitfour -Elaine,779
DS02,Silicone Spatula,9
TRAWD087,Tray 48x35x10.5CM,334
C4-ILY CH BAR 50GM,CARREFOUR ILY CHOCO BAR 50GM,116
SST097,STICKER - HAIL WA ZAAFARAN,80
BNM350,Bilbolnest/Mabruma 350g,9754
BLISTER 17,BLISTER 17 - 6 LAYER (34X32X1.5) LOCAL,107900
NB12g,Milk Plain Or With Nuts,428.5
ESS015,Essence Rose,65
B3-7130-14 Blue,B3-7130-14 Tray Blue,240
A030172-2,1'-105 Velvet Ribbon 1'10yrd,20
D197-PAPERBOX09OR,D197 Paper Box 09 Orange,2100
LR-GIFT016,Chocolate Gift,10
MC02,Miniature Chocolate,320
D197 -Sticker 19,Sticker 7.6*4.6,1000
40135,Oreo Shells,71294
H327878-5,H327878-5,2272
SSGIFT12LA,Sanabel Gift 12L-A,30
BLIS-NB001,Square Blister Small- Asst. Mamoul,1562
EC 08,Medium Chicken,2
LLGIFT95,Ceramic Chocolate Gift Big,26
A10270-3-Pink,Wooden Stickers (D151),496
752836,RATZEBURG-Finest Dark Chocolate Couverture 70%,3855
20205,Container Cups- Tamriya (1000pcs/ctn),4
WT18,Winter Collection,10
AR14,RED,415
TRAWD014,Wooden Tray Gold 90x55x15(oman),248
YG11-560,FONDUE SET,720
SAS-FONDOG1,SANABEL FONDU GIFT 1,185
PF57,Petitfour-Sable & Choco Chips,275
WG13C531-7,BABY JUMPER (9.5x6.5x9CM),1377
SSGIFT39MA,Sanabel Gift 39M-A,488
BOXSS004,Sanabel Al Salam Baklawa 1 Kg Sugar Free,4380
B3-7057H,HELLO KITTY CUPS (12/PACK),1248
CIT3,FC CITY 100X220,3754
CMM-Climatico 2,FBM Cooling Tunnel 300mm X 6meter,2
SSGIFT69MA,SANABEL GIFT 69M-A,206
CCO1BL-2015,Dark Compound Block,34700
TI10,Tinker Bell Collection,50
TMGIFT024,TAMRIYA GIFT 024,10
TAM02,Tamriya - Sesame,13
Blister 32,Pvc Insert For Tin Box,26031
B3-7135-11 BLUE,B3-7135-11 BLUE,3360
GT BOXES 27,LOLLIPOP BOX,500
B10822-5 Blue,Ribbon,228
SAS-NUGCHOC-WHITE,Sanabel Chocolate Nuggets White,8896
MODEL10,QURAAN ACCESSORIES,36
A1-0270-19,A1-0270-19,240
D40-A25-B,WOODEN BOX W/ACCS,464
C-3042,Silicon Cake Mould,9
SAS-TMR-OREO,Sanabel Tamriya Oreo 1Kg,80
MA1954,CHOCOLATE MOULD,3
CMM-Pomati,POMATI Chocolate Machine,1
N50076,CAKE DECORATION,2744
XD1945-3,GLASS VASE,9
DL532-0150-C001,Ribbon,385
BE08,Chocolate Paper La Belle-Asian Blue,100
VAL013 BIRDS,VALENTINE GIFT 013 BIRDS,12
D-027,Silicone Cake Mould,5
SF042,SPONGE BASE,18
SSGIFT10MA,Sanabel Gift 10M-A,1544
AF07,Figs W/ Walnuts,168
3112 SMALL,TIN CAN CHRISTMAS SMALL,1
C4-MAMDT300GM,C4-MAAMOUL DATE MIX 300GM,20
ASC-02,Azura Real,200
BK500-C4,Baklawa 500g-C4,68
SSGIFT ARABIC TRAY 22 NEW,SANABEL GIFT NEW ARABIC TRAY 22,524
10025,ARABIC BADGE,892
HA08,H. WAZAFARAN CHOC PAPER GREEN,45
D021-PAPERBOX-05-B,D021-PAPERBOX-05-B,4608
BOXPG028,Mawaleh Box Petit Gourmet,80
CP001 Roll7.5CM,CP001 Roll7.5CM,832.54
CPMARGERITA,CHOCOLATE PIZZA MARGERITA,5
AP03,Aphrodite Chocolate,6
Broken-Almond,Broken-Almond,15
BB250g-CMD,Balloria Ball 250g,273
G1373P-2212EB-24,24" Boat Plate,493
PBC-OREO SMALL 560G,PBC OREO SMALL 560G,317
AT123-0030-C045,D41-RIBBON,3312
Machine 25kg,Machine (Unica) 25Kg,3
SST Le Bateau,Sticker Le Bateau Milk Choco W/ Nuts 50g,24000
TRAWD041,Wooden Tray Gold 40x30CM Gold,458
3172 DP WH,041-SH211-2 DARK PINK WHITE HANDLE,147
SST100,STICKER-MIXNUTS,131.5
JC-102 Brown,Plastic Jelly Cup-Flower Pot Brown,4144
BOXSS033,Sanabel Al Salam Hala Saleh Box,7121
TRAWD048,Wooden Tray 50x36,398
P01,Poetes Chocolate-Arion,1607.5
SF050,BORDELAIS MOULD 50M,12
SSGIFT29,SANABEL GIFT,16
BOXPTAM05 (EU),Gourmet Box Nougat & Malban EU,2234
SPKLZ001,SPRINKALZ- DARK VERMICELLI,37465.9
PBC-MAW SMALL 240G,PBC MAWALEH SMALL 240G,97
CKL 1056,CKL 1056,100
EC 05,Chicks,2
SLABS 03,Slabs- Rice Crispy & Corn Flakes,272
Ceramic3854L,Ceramic Ware 3854L,8
TF10058BX-1S,Metal Tray (65x27x55),715
BLISTER05,BLISTER-RAHESH HALAWA,6000
NUC15,Unwrapped Chocolate-Stallion,62
SSGIFT ARABIC TRAY 24 NEW,SANABEL GIFT NEW ARABIC TRAY 24,1979
B37069-5-B,Accessories (D155),383
AT052-0030-P299 LN,1cm X15m RIBBON-RED,1377
M02,Hazelnut Nougat,10
20090C,Silver Bag Aluminium 1Kg(H31cm,W13.5cm),340
D087-Ribbons BM,D087-Ribbons Bake Mart,2600
SSGIFT7MBTEDDY,Sanabel Gift 7M-B Teddy,196
SLSS001,Tin Sleeve Small Circle- Oreo 250g,250902
MAD02,MADELENE CINNAMON,65
CRS18,Coconut Gianuduja,226
PVCBOX09,PVC BOX (11 X 7 X 22),300
BOXSMILE09,Baklawa 500 Grm Smile,1014
E38681-9,Accessories (D155),11730
CPMARBLE,CHOCOLATE PIZZA MARBLE,5
PF35,Petitfour-Vanilla W/ Strawberry Choco.,5
VIOR-75,FC BRODERIE,3502
EC6,EASTER EGG WITH CHOCO STRIPS 350G,10
D3-8139-6,DECO SWAN (PER PC),90
3413,GRADUATION RESIN,102
LPM 03,MONKEY LOLLIPOP,5697
B3-7130-8 Silver,B3-7130-8 Tray Silver,720
GLASCUP10,Espresso Cup,154
Z12P0095,CABAS MANDARINE VERGE,2774
NT0109,Almond 250g,382
CR06FL-2020-5,Cappuccino Filling 5kg,3181
D153-bus box-Blue,Sanabel Bus Box-D153 Blue,2200
MN27,Malban Nougat Variety,130
B39308-10 Gold,B39308-10 Gold,96
CRS10,Milk Chocolate Cream,358
FM10,Flavors Of Malban,726
PF47,Petitfour-Bake & Almond,304
10413,WAFER DECORATION PLAQUES SUPERMAN,111
JC-21/PL-JC21,CRYSTAL CUP/PLASTIC LID,15759
MIXG4,FC POLYKRAPT NOIR 120x260,4386
GIFTTRAY-SLVR2FB,CHOCOLATE WEDDING GIFT SILVER TRAY W CHOCOLATE,600
20089,Shusi Box 185x250x50mm 72B,11.86
M13 Roll 8.3cm,M13 Roll 8.3cm,261.2
SSGIFT2MP,Sanabel Gift 2M-P,3068
HL-QQ-5,BABY RIBBON W/CART DESIGN 25YRDS,140
C4-MAMDTMIX 300G,CARREFOUR MAAMOUL DATE MIX 300G,41
SPICES-15,Zaatar,75
AT001-0100-P299 SN,2.5cm X20m RIBBON-RED,1068
TD03,Turkish Delight-Rose,111
A1-0325-B15,WOODEN STICKER SANTA,100
10021,Tissue Roll - 1x6,18742
G1163P-2212EB-16,16" Rect. Plate,1388
AA601-0030-V109,1cm X30m RIBBON-GOLD,83
PF45,Petitfour-Pistachio Drop W/ Milk Choco,409
AL008 Roll 10cm,AL008 Roll 10cm,12.8
Broken-Peanut,Broken-Peanut,16
K-043,Big Silicon Cake Mould 600x400mm,9
SASGIFT-TRAY 027,SANABEL GIFT TRAY 027,712
SM-DR DEXTROSEPINK,DRAGEE PEARLS W DEXTROSE PINK,302
QY13-20566-B,Baby Accessories,1698
MA1969,CHOCOLATE MOULD,9
MAD03,MADELENE MOCHA,101
SAS-TMR-ALM,Sanabel Tamriya Almond 1Kg,64
BN500-Lulu,Bilbonest 500g,446
D197 sticker 14,Sticker Square 4*4cm,1000
SSGIFT12SB,Sanabel Gift 12S-B,178
BOXSS054,Mawaleh Stick-Box SAS,1208
AL-FOIL-BAG-GREEN,D094 ALUMINIUM FOIL BAD GREEN,174
SP956LP16-P,CHOCOLATE BOX-PINK,36
MIXJ3,FC POLYKRAPT VERT ANIS 100X220,3466
TAC3,FC TARTAN CACAO 100X220,5984
EL001,BLUE STRIPE,40
CRC02,CRUNCHY CHOCOLATE BROKEN PEANUT,20
SSARGIFT3C,SANABEL ARABIC GIFT 3C,162
SSGIFT ARABIC TRAY 49 NEW,SANABEL ARABIC TRAY 49 NEW,156
D014-187481,GOLD PLATE (24PCS/CTN),365
B3-7135-7 BLUE,B3-7135-7 BLUE,2396
CH-BOX- 001,Chocolate House Box 21.8x21.3x4.4,3000
ESS001,Essences-Jallab,30
F-1,D119-Flower With Basin,909
SSGIFT26MB,Sanabel Gift 26MB,2176
Q6-76-81,Paper Box,1153
D022-BABYBOX-BIG PINK,BABY BOX BIG PINK W/ Blister,3120
DOT3,FC CLASSIQUE DOTSY 100X220,2897
BOXSS076,Roche Small Box 250 Grms-SAS,97
WBS31 TROLLEY BLUE,Wooden Sticker TROLLEY BLUE,24
ISS,Iron Stand Small,66
RC01NG5-2020,Dark Chocolate Nuggets 560CN0170,159227.02
Q5-KH2,Plexi Rect. Box,113
B10614-7,Glassware,600
CQ07,Croquant Pistachio Fnger,126
SSGIFT19SB,Sanabel Gift 19S-B,822
DR500,Dates Roll 500g,10272
D021-TRAY-007,CAKE TRAY 40*50CM,8
SST CHAN,STICKERS CHAN,480
11198,FLOWER,30144
D40-A40-B,BABY STAND ACSS,240
G1373P-BMB06G-24,24" Boat Plate BMB03G-24,528
PF500,Cookies Sweet 500g,734
RV39408,RIBBON,719
NUC06,Unwrapped Chocolate-Stallion,40
SASGIFT-TRAY 011,SANABEL GIFT TRAY 011,764
AF0113722A-2P,TEDDY BEAR IN A CUP,996
SST152,STICKERS-AL MAMLAKA,70
DY1-1536-S,Flower,13453
GD 13904,Stuffed Standard Dates,40
BOXSS100,Sanabel Mamoul Bar Box,11490
K-039D,Silicon Cake Mould,9
GLASCUP16,Espresso Cup,26
GX-02-P,SMALL CIRCLE BOX (1X12) PINK,110
M11 Roll 7.5cm,M11 Roll 7.5cm,98.62
TG 100 GD,GLASS VASE (1X4),422
CP017 M,ATTRACTIVE VIOLET,100
20055J-PW,Plain White Carton(46x34.5x21) Baklawa 350 &500,43478
SSGIFT47SA,SANABEL GIFT 47S-A,386
SCT4,FC DEMETALLISE SECRET 120X260,5978
40094,Food Color Yellow(for Konafa),4
SSGIFTSV04,SANABEL GIFT SV04,1974
H85340	,Baby Accessories,1799
SMC,SESAME MUSHY COCONUT,10
CD500g-CMD,Chocolate Dates -Camden,279
Z14P0007,FC BRODERIE,2202
Pen No. 701,Chocolate Pen No. 701,9
D-CF-11,TRAY,100
BOXSS061,Chocolate Box 1 Kg Copper Foil SAS,164
B3-7130-3G2,Tray 35x35cm Gold,2853
SASGIFTST022,SANABEL GIFT ST022,236
B10614-1,Glassware,608
SSGIFT ARABIC TRAY 25 NEW,SANABEL GIFT NEW ARABIC TRAY 25,2156
0006A,Letter Head (Confectionary Manufacturing),2000
US-FLOWER-PLAIN,Open Flowers W/ Inner Flowers-Plain Choco 50%,76
SSGIFT18SB,Sanabel Gift 18S-B,161
SLS-Asateer02,Sleeve Asateer Petifour,1000
B1-0864 GOLD,FLOWER-RED ROSE,59
CKL-1005,MOULD,236
FM04,Flavors Of Malban,242
R1708,Silver Mesh Ribbon With Arrows,656
A-70-3 BLUE,LEATHER STAND,8
D159-PAPERBOX 02 S,D159-PAPERBOX 02 S,15363
SAS-Paperbag-3,Sanabel Paperbag 50*40*40,26600
SLT-2506,Twin Compound Chips (25kg),900
C-2005E,Silicone Cake Mould,5
A-70-3-PINK,LEATHER STAND,4
66625,CANDLE,72
SF023,MUFFINS MINI 35MM,10
SLABS 05,Slabs- Dry Figs,Dates And Carmelized Almond,302
SAS-P4-600,Sanabel Petitfour 600g,22255
HR02C2-2009,Silver Heart Chocolate,110
TRAWD116,Wooden Tray,2
40275,Dried Kiwi,20
N005,CHOCOLATE PAPER DESIGN,705
TRAWD106,Wooden Tray (80x40x25),2
CT01-Tray -Triangle,Cake Tray - Triangle,1200
N02,Nougat,436
PF70,Petitfour-Cinnamon Ball,15
A1-0270-14,A1-0270-14,280
ASCC-A12,Azura Compound Chocolate,960
LP26,FEUILLETINE,42
TRAWD047,Wooden Tray 50x36,292
BLI3,BLOOM DIVA,4680
BOXSS115,Sanabel Twirl-Dark Chocolate W/Mint,9410
F1H3,FC FLEURS OR ET NOIR,4576
FILL12,FILLING-BLUEBERRY,22
SF022,MUFFINS MINI,12
AT123-0100-C048,D41-RIBBON,949
NUS23,Stella Collection,5
BA2355C,BABY & WEDDING ACCE- BY SET,124
10116,Puree Mango 100% Fruit,316
CP002 Roll 8cm,CP002 Roll 8cm,57.8
T12 LIGHT BLUE,ROUND POUCH,612
BASLEA002,Leather Basket Silver 30x16x16,356
FDO3,FAIENCE DOREE 100X220MM,3958
BOXSS064,Sanabel Praline 1Kg-3L (55x15x3.5CM),27
SF029,FLORENTINS 12MM,14
4021,CHOCOLATE MOULD,34
JZ1-4019 Pink,Decoration,490
BOXSS012,Sanabel Al Salam Rahesh Halawa 500 Gm,120
SAS-P4-Fruits,Sanabel Petitfour Fruits 500g,26789
B1-0533-5-DARK GREEN,THREAD PAPER,258
SP-1027,MOULD,43
SST-CB-S,STICKERS: CHOCOLATE BAR SMALL,40
H01 NO2 Blue Rect,Basket Blue Rectangluar 27x22CM,8
SOFCHOCBOX-SUN,PLAIN MILK CHOCO W HAZELNUT CROQUANT (CUBES),12500
BOXSS114,Oreo Box Lifter (6mm),8100
C-2005T,Silicon Cake Mould,9
D120-S06 Pink,D120-Stickers Baby Word In Pink,96
DY1-3734-G,Flower,13206
PFFD,Cookies Finger Dates Plain,314
SSGIFT6s,Sanabel Gift 6s,14
SA1062P10-3P,15.5*15.5*4.2 CM PINK PVC,8
B3-7130-5S2,Tray Silver 36x25 Cm,3487
AF123-0030-C035,1cm X15m RIBBON-FUSHIA/BLUE,429
D-053,Silicon Cake Mould,9
40032-1,GLYCERIN (250kg/drum),1000
CT14,Handmade Coffee Tart,19.5
H853729D	,Baby Accessories,785
BE02,Chocolate Paper La Belle-Red,100
SSARGIFT6B,SANABEL ARABIC GIFT 6B,4
HLBYR,BABY RIBBON (PRINTED CART)PC,10
9416-H,Pouch Gold 1x12,98
TRAWD039,Wooden Tray Gold 40x30CM Gold,446
SSGIFT ARABIC TRAY 18 NEW,SANABEL GIFT NEW ARABIC TRAY 18,1122
SP1126,SP1126 (Mould),15
NT0504,Pistachio Shell Roasted,360
CQ000,Assorted Croquant,40
SSGIFT57MA,SANABEL GIFT 57M-A,190
40089,Bulk Butter Unsalted (C/D-USA),40
D006-M-1,PLEXI STICK ON-CIRCLE YELLOW,7441
T-330,Silicon Cake Mould,9
BTN 1139,BTN 1139,298
SSGIFT26LB,SANABEL GIFT 26L-B,241
SSGIFT25M,Sanabel Gift 25M,4
LCGIFT3LB,LU CADEAU GIFT 3LB,2
A10270-8-Pink,Wooden Stickers (D151),582
CR009,CHRISTMAS ACCE. METAL STAR,3005
D43,Chocolate Fondue,18
EC 022,Girl & Bunny (160g),2
0009-A,Ball Pen (Red),44
SAS-P4TINCAN BIG 600GM,SANABEL AL SALAM P4 TIN CAN BIG,452
BLISTER 30,Blister 33*33*2 CM,72160
SST083,Lee Chocolate Stickers 3.x3 Silver,160
SSGIFT72MB,SANABEL GIFT 72M-B,608
LPM 02,ELEPHANT LOLLIPOP,5124
40114,CME- Dried Cranberry (1x1kg),41
GLASCUP01,Espresso Cup Brown With Hearts,25
SSGIFT40MA,Sanabel Gift 40MA,816
GT03,Chocolate Tart-Almond Gianduja,407
SA0365LH BLACK/ WHIT,FLOWERS,48
SSGIFT17SP,Sanabel Gift 17S-P,32
NT0500A,Pistachio Sliced,110
FO11603AMP,Glass Plate 42x30x6 Cm Pink Color FO11603AMP,204
MN47,Malban Nougat Variety,140
GPA-05,Mould,52
K-041,Big Silicon Cake Mould 600x400mm,9
CP016 Roll 8.3cm,CP016 Roll 8.3cm,294.64
SSGIFT61MA,SANABEL GIFT 61M-A,164
SD-3,DECORATION,40
188007-514,Plastic Tray,407
C4-BASCOCO 1KG,BASBOUSA COCONUT 1KG CARREFOUR,550
SAS-TB-Crepe Blue,Sanabel Tin Can Crepe Dentelle Blue,5462
SLD-2501-SB-355PG,Dark Baton (30Cm) 18 Kg.,7740
HLS03,Halawa Chocolate Square,374
BSB-F,Butter Biscuit Filling (5Kg),32
FO11603ALP,Glass Plate 53x37x7.5cm Pink Color FO11603ALP,205
SST112,DOHA STORE STICKER,237
CP028 Roll 7.7mm,CP028 Roll 7.7mm,272.14
187479-1,Plastic Tray,1576
DR04,Dates Roll With Pistachio, Nougat & Flower (DR04),11
RG30908,Silver And White Check Ribbon 1.5 X25ys,569
M90183,Christmas Item,231
SSGIFT72MA,SANABEL GIFT 72M-A,624
MC07,Miniature Chocolate,21
TRAWD055,Wooden Tray 44x33,554
B1-0533-3 GOLD,Z,17
03122,03122 579 Blue (D101),48
WCP01 10CM,WCP01 10CM,622.2
N60063,CAKE DECORATION,576
AL007 Roll 6cm,AL007 Roll 6cm,10
BOXSS113,Sanabel Dragee Box Small (10x1),10513
PT-8005,Mould,99
PVC Cake Box,PVC Cake Box-Sanabel,113200
A10270-6-Blue,Wooden Stickers (D151),766
3848 G,3848 GREEN,17
B3-7130-4 Silver,B3-7130-4 Tray Gold,1440
A1-0270-15 PINK,A1-0270-15 PINK,300
ROND-75,FC ROND-AR4-NEUTRE/CLEAR 75X280,12997
188007,TRAY (38x38x4.5cm),12
PF63,Petitfour-Strawberry,284.5
SAS-ASC-A34,Sanabel Salam- Napolitian Box 170g,27289
D004-CC10,ACCESSORIES (1X25/PKT),5
CCO1CP-2015,Dark Compound Chips,4
D41-TB1,WOODEN BOX THIN (BLACK),360
AR07,ARABESQUE LIGHT COFFEE,465
CD-Choco-250g,Soft Dates W/Chocolate 250g,5406
0006,Letter Head (new Logo),20000
D007-0270-55,ACCESSORIES -HEART,997
SF-09193B,BABY ACCESSORIES,6
SAS-TMR-250gm,Sanabel Tamriya 250gm,2
POA3,FC POLKA ANIS 100X220,3300
24594,Ceramic Plate,432
E38681-3,Accessories (D155),2702
00050A,Mamoul Paper SAS,602504
ASC-AWG,Almond White Gendoya,20
D-062,Silicon Cake Mould,9
HC03,Unwrapped Chocolate-Handmade,50
CQ250,Croquant 250g,1760
SSGIFT73MB,SANABEL GIFT 73M-B,565
PF71,Petitfour-Vanilla Ball,8
DR-WHITEWSUGAR,WHITE W SUGAR DRAGEE,117.5
HL000,HALAWA MIX PLAIN,40
10422,GLASS PLATE,14
SSGIFT014SB,SANABEL GIFT 014S-B,584
Z13P0042,KIT 50 CABAS ARGENT VERGE 18X8X21,1740
BC06,Brownie Collection,150
FDO5,FC BRODERIE,2902
SSGIFT018SB,SANABEL GIFT 018S-B,427
SAS-TMR-800g,Sanabel Tamriya 800g,7538
G04K01,Glass Plate,820
EL015,Tub Pink (D157),720
NB04g,Milk Dark Or White Bar,1033.5
SST163A,STICKER-CASTELLO,798
40054-20050,Glassware,284
72812,Arabeschi Re Nero,6509
EC24,EASTER EGG WRAPPED YELLOW 35GM,856
B10654-4-P,Accessories (D155),149
AF123-0030-C045,1cm X 15m RIBBON-BROWN/BEIGE,1941
Cutter No. 70,Plunger Cutter No. 70,10
BOXSMILE01,Rahesh Roll (Smile),1008
XMT1487 B,IRON TUB BLUE,50
SSGIFT18MG,Sanabel Gift 18M-G,80
0074,Lunch Box 1512,2886
BN800,Bilbols Nest 800g,25
BT04,Choc Paper,20
SSGIFT44M,Sanabel Gift 44M,14
40250,CAPPUCCINO CRISPY SOSA 250G,2
